DeviceTag: Xsens DOT,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Quaternion),StartTime: 2025-09-10 15:12:06.269,© Movella Technologies B.V. 2005-2025
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
10974571,0.5385,-0.6741,0.3467,0.3679,0.4938,0.2003,-0.0571,0
10974738,0.5395,-0.6735,0.3473,0.3670,0.2904,0.5223,-0.5129,0
10974904,0.5399,-0.6733,0.3483,0.3659,0.3804,0.4560,-0.5918,0
10975071,0.5400,-0.6733,0.3500,0.3642,0.7596,0.3241,-0.5037,0
10975238,0.5400,-0.6733,0.3524,0.3618,0.7126,0.1971,-0.5464,0
10975404,0.5398,-0.6734,0.3552,0.3590,0.6068,0.1574,-0.4331,0
10975571,0.5397,-0.6734,0.3586,0.3560,0.5235,0.1430,-0.4745,0
10975738,0.5396,-0.6734,0.3622,0.3525,-0.0481,0.1796,-0.5129,0
10975904,0.5388,-0.6739,0.3656,0.3490,-0.4373,0.1126,-0.7149,0
10976071,0.5372,-0.6753,0.3689,0.3454,-0.4156,0.4013,-0.8085,0
10976238,0.5348,-0.6774,0.3722,0.3413,-0.3044,0.3451,-1.0707,0
10976404,0.5321,-0.6801,0.3757,0.3363,-0.0736,0.3354,-1.0790,0
10976571,0.5295,-0.6831,0.3794,0.3302,-0.1595,0.1991,-0.9100,0
10976738,0.5266,-0.6865,0.3829,0.3238,-0.3636,-0.2463,-0.7058,0
10976904,0.5235,-0.6901,0.3857,0.3176,-0.2254,-0.3790,-0.4501,0
10977071,0.5203,-0.6940,0.3882,0.3114,-0.2511,-0.2273,-0.3583,0
10977238,0.4414,-0.7645,0.2349,0.4068,-0.2659,-0.2153,-0.5926,0
10977404,0.4399,-0.7690,0.2356,0.3995,-0.0199,0.0340,-0.7592,0
10977571,0.4395,-0.7733,0.2364,0.3912,0.2109,0.1598,-0.8522,0
10977738,0.4401,-0.7774,0.2374,0.3816,0.4123,0.1173,-0.8419,0
10977904,0.4408,-0.7817,0.2383,0.3713,0.0933,0.1229,-0.6536,0
10978071,0.4402,-0.7867,0.2386,0.3611,-0.2978,-0.1747,-0.8429,0
10978238,0.4382,-0.7921,0.2385,0.3515,0.2502,-0.0250,-0.7757,0
10978404,0.4368,-0.7971,0.2388,0.3417,1.0044,0.1703,-0.3589,0
10978571,0.4370,-0.8012,0.2398,0.3312,1.0658,-0.0915,0.1801,0
10978738,0.4376,-0.8048,0.2409,0.3206,0.3578,-0.4015,0.1024,0
10978904,0.4367,-0.8090,0.2412,0.3107,-0.3261,-0.7602,-0.2991,0
10979071,0.4339,-0.8141,0.2408,0.3017,-0.0398,-0.6717,-0.3307,0
10979238,0.4308,-0.8191,0.2404,0.2928,0.4566,-0.2027,-0.1512,0
10979404,0.4292,-0.8233,0.2406,0.2829,0.6273,-0.1929,-0.0587,0
10979571,0.4291,-0.8269,0.2411,0.2722,0.2861,-0.3504,-0.1615,0
10979738,0.4285,-0.8306,0.2413,0.2613,-0.0443,-0.4592,-0.5827,0
10979904,0.4265,-0.8349,0.2412,0.2508,-0.0715,-0.5662,-0.7514,0
10980071,0.4232,-0.8397,0.2407,0.2406,0.3079,-0.2438,-0.6991,0
10980238,0.4202,-0.8443,0.2401,0.2300,0.8248,0.0733,-0.4497,0
10980404,0.4195,-0.8479,0.2397,0.2183,0.9956,-0.0227,0.0104,0
10980571,0.4197,-0.8509,0.2393,0.2064,0.3846,-0.2938,-0.3454,0
10980738,0.4185,-0.8545,0.2382,0.1949,0.1614,-0.5122,-0.8777,0
10980904,0.4154,-0.8588,0.2368,0.1839,0.2116,-0.1955,-0.7936,0
10981071,0.4117,-0.8633,0.2352,0.1728,0.6396,-0.0616,-0.6141,0
10981238,0.4091,-0.8672,0.2337,0.1610,1.0126,0.1725,-0.3012,0
10981404,0.4078,-0.8704,0.2327,0.1486,0.8583,-0.3322,-0.2117,0
10981571,0.4059,-0.8735,0.2317,0.1361,0.6194,-0.4011,-0.7205,0
10981738,0.4028,-0.8770,0.2309,0.1238,0.6278,-0.4225,-0.7925,0
10981904,0.3989,-0.8806,0.2301,0.1115,0.8488,-0.1168,-0.5852,0
10982071,0.3957,-0.8837,0.2296,0.0986,1.0703,-0.1063,-0.3033,0
10982238,0.3935,-0.8862,0.2292,0.0855,0.8707,-0.4819,0.1519,0
10982404,0.3913,-0.8884,0.2288,0.0725,0.9037,-0.4098,-0.2061,0
10982571,0.3888,-0.8906,0.2284,0.0595,0.7946,-0.2987,-0.2123,0
10982738,0.3867,-0.8925,0.2278,0.0461,0.7728,-0.0233,-0.3544,0
10982904,0.3853,-0.8939,0.2270,0.0320,0.7817,-0.0958,-0.3114,0
10983071,0.3844,-0.8949,0.2259,0.0178,0.5099,-0.4549,0.0347,0
10983238,0.3826,-0.8962,0.2246,0.0039,0.7230,-0.4496,-0.5885,0
10983404,0.3801,-0.8976,0.2230,-0.0100,0.9045,-0.4567,-0.5254,0
10983571,0.3782,-0.8985,0.2213,-0.0244,1.1263,0.0533,-0.4565,0
10983738,0.3775,-0.8988,0.2194,-0.0400,0.9269,-0.2424,-0.5269,0
10983904,0.3775,-0.8984,0.2172,-0.0563,0.6784,-0.5255,-0.0185,0
10984071,0.3759,-0.8985,0.2153,-0.0717,0.5834,-1.0876,-0.7766,0
10984238,0.3716,-0.8994,0.2136,-0.0861,1.1121,-1.3096,-0.5965,0
10984404,0.3665,-0.9003,0.2124,-0.0998,1.2697,-0.5510,0.2867,0
10984571,0.3635,-0.9002,0.2109,-0.1141,1.1766,0.0304,0.9161,0
10984738,0.3631,-0.8989,0.2085,-0.1289,0.6524,-0.1993,0.8807,0
10984904,0.3631,-0.8974,0.2058,-0.1431,0.4517,-0.4726,-0.1217,0
10985071,0.3612,-0.8966,0.2031,-0.1565,0.6222,-1.0264,-0.5403,0
10985238,0.3583,-0.8959,0.2005,-0.1694,0.7148,-0.3876,0.2774,0
10985404,0.3561,-0.8949,0.1976,-0.1826,0.5847,-0.1006,0.3602,0
10985571,0.3548,-0.8932,0.1945,-0.1964,0.7030,-0.0479,0.1734,0
10985738,0.3541,-0.8909,0.1911,-0.2109,0.6556,-0.0944,0.0770,0
10985904,0.3530,-0.8885,0.1876,-0.2254,0.6892,-0.6243,-0.3451,0
10986071,0.3494,-0.8869,0.1850,-0.2391,0.9601,-1.3008,-0.4936,0
10986238,0.3446,-0.8855,0.1833,-0.2520,0.9331,-0.5968,0.5787,0
10986405,0.3407,-0.8835,0.1818,-0.2651,0.7187,0.0273,0.8890,0
10986571,0.3384,-0.8807,0.1796,-0.2785,0.6098,-0.1374,0.3998,0
10986738,0.3365,-0.8777,0.1770,-0.2917,0.5748,-0.4568,0.1781,0
10986905,0.3342,-0.8749,0.1744,-0.3042,0.6526,-0.6363,-0.0534,0
10987071,0.3311,-0.8723,0.1716,-0.3162,0.5742,-0.7394,0.0316,0
10987238,0.3279,-0.8698,0.1685,-0.3279,0.5537,-0.3251,0.3818,0
10987405,0.3250,-0.8670,0.1651,-0.3399,0.6673,-0.2844,0.2359,0
10987571,0.3220,-0.8637,0.1619,-0.3522,0.7835,-0.5587,0.1152,0
10987738,0.3188,-0.8604,0.1586,-0.3646,0.8064,-0.7406,0.1520,0
10987905,0.3147,-0.8571,0.1558,-0.3770,0.7848,-0.8146,0.0093,0
10988071,0.3096,-0.8539,0.1536,-0.3891,0.7090,-0.7802,0.1650,0
10988238,0.3040,-0.8507,0.1517,-0.4011,0.7181,-0.5246,0.3483,0
10988405,0.2987,-0.8472,0.1496,-0.4131,0.6204,-0.3760,0.4034,0
10988571,0.2940,-0.8434,0.1470,-0.4251,0.6923,-0.3708,0.3980,0
10988738,0.2896,-0.8392,0.1440,-0.4372,0.6623,-0.3773,0.3555,0
10988905,0.2854,-0.8347,0.1408,-0.4495,0.5449,-0.3485,0.3642,0
10989071,0.2811,-0.8299,0.1377,-0.4619,0.6979,-0.4551,0.3530,0
10989238,0.2765,-0.8250,0.1349,-0.4740,0.7569,-0.6239,0.4074,0
10989405,0.2715,-0.8202,0.1325,-0.4857,0.7627,-0.6138,0.5089,0
10989571,0.2663,-0.8156,0.1307,-0.4967,0.5105,-0.2788,0.6652,0
10989738,0.2618,-0.8108,0.1285,-0.5076,0.4319,0.0081,0.7278,0
10989905,0.2583,-0.8056,0.1255,-0.5183,0.1816,0.1611,0.6328,0
10990071,0.2552,-0.8001,0.1221,-0.5290,0.4241,-0.0715,0.4587,0
10990238,0.2521,-0.7943,0.1188,-0.5399,0.4352,-0.3457,0.3487,0
10990405,0.2482,-0.7886,0.1161,-0.5505,0.3603,-0.3685,0.4351,0
10990571,0.2437,-0.7831,0.1141,-0.5606,0.2923,-0.3145,0.4375,0
10990738,0.2388,-0.7780,0.1130,-0.5700,0.3175,-0.3238,0.4427,0
10990905,0.2341,-0.7734,0.1122,-0.5783,0.1262,0.0112,0.4650,0
10991071,0.2304,-0.7688,0.1109,-0.5861,-0.0149,0.4310,0.5408,0
10991238,0.2281,-0.7640,0.1085,-0.5936,-0.1901,0.4534,0.4398,0
10991405,0.2267,-0.7592,0.1054,-0.6009,-0.0790,0.0723,0.2555,0
10991571,0.2254,-0.7544,0.1023,-0.6080,-0.0029,-0.3124,0.2720,0
10991738,0.2234,-0.7497,0.0998,-0.6149,-0.0319,-0.4232,0.2065,0
10991905,0.2209,-0.7452,0.0982,-0.6214,-0.0309,-0.4561,0.1300,0
10992071,0.2180,-0.7411,0.0970,-0.6276,-0.1698,-0.1655,0.1527,0
10992238,0.2155,-0.7373,0.0959,-0.6331,-0.2781,0.1377,-0.0591,0
10992405,0.2138,-0.7338,0.0944,-0.6379,-0.3055,0.2194,-0.0681,0
10992571,0.2131,-0.7306,0.0926,-0.6421,-0.3863,0.2714,0.0294,0
10992738,0.2129,-0.7276,0.0909,-0.6458,-0.3889,-0.1082,0.0098,0
10992905,0.2120,-0.7252,0.0904,-0.6489,-0.4398,-0.6791,-0.2592,0
10993071,0.2100,-0.7238,0.0919,-0.6508,-0.6187,-0.6648,-0.4243,0
10993238,0.2075,-0.7235,0.0948,-0.6515,-0.8001,-0.1254,-0.2982,0
10993405,0.2053,-0.7242,0.0981,-0.6510,-0.9396,0.0265,-0.3516,0
10993571,0.2035,-0.7258,0.1016,-0.6492,-0.8600,0.0648,-0.1521,0
10993738,0.2024,-0.7282,0.1052,-0.6463,-0.9081,0.0264,0.0287,0
10993905,0.2021,-0.7311,0.1085,-0.6426,-0.9505,0.1325,0.2345,0
10994071,0.2026,-0.7341,0.1112,-0.6385,-0.9569,0.1573,0.2782,0
10994238,0.2034,-0.7373,0.1138,-0.6341,-0.6813,-0.0955,0.1682,0
10994405,0.2040,-0.7409,0.1169,-0.6291,-0.5619,-0.2854,0.0345,0
10994571,0.2040,-0.7453,0.1211,-0.6231,-0.4699,-0.3277,-0.0188,0
10994738,0.2041,-0.7504,0.1263,-0.6159,-0.1405,0.0041,0.0456,0
10994905,0.2052,-0.7552,0.1306,-0.6087,-0.3079,0.6002,0.6715,0
10995071,0.2078,-0.7593,0.1330,-0.6021,-0.3241,0.4608,0.7812,0
10995238,0.2112,-0.7627,0.1344,-0.5963,-0.0477,-0.3447,0.6650,0
10995405,0.2136,-0.7660,0.1366,-0.5907,0.3655,-0.9763,0.2192,0
10995571,0.2144,-0.7700,0.1409,-0.5842,0.3572,-1.0055,-0.0947,0
10995738,0.2143,-0.7749,0.1469,-0.5763,0.2222,-0.4350,-0.0558,0
10995905,0.2149,-0.7805,0.1531,-0.5667,0.1656,0.0984,0.2189,0
10996071,0.2174,-0.7868,0.1587,-0.5555,-0.0147,0.3665,0.4579,0
10996238,0.2221,-0.7935,0.1630,-0.5426,-0.2510,0.2461,0.6378,0
10996405,0.2284,-0.8006,0.1665,-0.5283,0.0012,-0.0092,0.8754,0
10996571,0.2358,-0.8079,0.1693,-0.5129,0.1449,-0.4446,0.9663,0
10996738,0.2435,-0.8152,0.1718,-0.4966,0.3016,-0.6377,1.0894,0
10996905,0.2513,-0.8224,0.1742,-0.4797,0.4831,-0.7019,1.0830,0
10997071,0.2591,-0.8294,0.1765,-0.4625,0.4360,-0.7801,1.0137,0
10997238,0.2667,-0.8360,0.1788,-0.4449,0.3305,-0.8250,1.1308,0
10997405,0.2746,-0.8423,0.1813,-0.4270,0.3945,-0.7201,1.3075,0
10997571,0.2828,-0.8479,0.1838,-0.4091,0.5371,-0.6111,1.2634,0
10997738,0.2913,-0.8529,0.1862,-0.3911,0.5889,-0.6719,0.9461,0
10997905,0.2992,-0.8578,0.1886,-0.3729,0.6491,-0.8601,0.6572,0
10998071,0.3063,-0.8626,0.1913,-0.3543,0.5731,-0.8617,0.6275,0
10998238,0.3127,-0.8672,0.1940,-0.3354,0.4191,-0.7786,0.8562,0
10998405,0.3189,-0.8716,0.1968,-0.3160,0.5993,-0.7127,0.7401,0
10998571,0.3247,-0.8757,0.1994,-0.2966,0.6019,-0.7143,0.6358,0
10998738,0.3302,-0.8794,0.2021,-0.2772,0.6103,-0.5887,0.4016,0
10998905,0.3353,-0.8826,0.2046,-0.2581,0.5123,-0.6277,0.3084,0
10999071,0.3400,-0.8856,0.2073,-0.2391,0.4035,-0.6650,0.3259,0
10999238,0.3445,-0.8882,0.2099,-0.2198,0.4098,-0.6745,0.4536,0
10999405,0.3485,-0.8906,0.2127,-0.2002,0.5963,-0.8263,0.1454,0
10999571,0.3519,-0.8928,0.2156,-0.1803,0.7402,-0.8297,0.3116,0
10999738,0.3552,-0.8947,0.2186,-0.1603,0.8138,-0.8120,0.2960,0
10999905,0.3587,-0.8959,0.2213,-0.1404,0.7791,-0.8931,0.2863,0
11000071,0.3623,-0.8968,0.2238,-0.1202,0.7238,-1.0447,0.2952,0
11000238,0.3658,-0.8972,0.2263,-0.1000,0.9609,-1.0535,0.0688,0
11000405,0.3689,-0.8974,0.2286,-0.0797,1.0002,-1.0475,-0.0787,0
11000571,0.3721,-0.8971,0.2307,-0.0598,1.0736,-0.9726,-0.0396,0
11000738,0.3757,-0.8962,0.2324,-0.0401,1.0922,-0.8757,-0.2359,0
11000905,0.3796,-0.8949,0.2338,-0.0210,1.1292,-1.0161,-0.3086,0
11001071,0.3835,-0.8932,0.2347,-0.0019,0.9994,-1.0150,-0.2952,0
11001238,0.3871,-0.8914,0.2352,0.0172,1.1502,-1.2302,-0.3769,0
11001405,0.3905,-0.8892,0.2356,0.0362,1.2369,-1.0262,-0.3367,0
11001571,0.3943,-0.8866,0.2357,0.0549,1.1853,-0.8460,-0.3183,0
11001738,0.3984,-0.8832,0.2363,0.0730,1.0902,-0.6833,-0.5066,0
11001905,0.4027,-0.8796,0.2365,0.0906,1.0304,-0.6599,-0.6977,0
11002071,0.4065,-0.8757,0.2369,0.1080,0.6583,-0.8909,-0.8225,0
11002238,0.4091,-0.8721,0.2373,0.1256,0.7404,-0.7990,-0.8435,0
11002405,0.4112,-0.8683,0.2379,0.1428,0.8743,-0.4724,-0.7705,0
11002571,0.4136,-0.8640,0.2390,0.1592,0.6406,-0.6724,-0.4255,0
11002738,0.4154,-0.8596,0.2402,0.1757,0.2923,-0.7200,-0.5602,0
11002905,0.4163,-0.8552,0.2414,0.1924,0.3775,-0.4231,-0.5017,0
11003072,0.4172,-0.8506,0.2425,0.2089,0.4682,-0.1558,-0.5998,0
11003238,0.4190,-0.8452,0.2439,0.2249,0.6844,-0.0396,-0.6084,0
11003405,0.4216,-0.8394,0.2450,0.2401,0.4395,0.1122,-0.9174,0
11003572,0.4241,-0.8335,0.2458,0.2549,0.0860,-0.0389,-1.3203,0
11003738,0.4259,-0.8280,0.2460,0.2692,0.0929,-0.1299,-1.3330,0
11003905,0.4268,-0.8230,0.2455,0.2834,0.2120,-0.0007,-1.2383,0
11004072,0.4275,-0.8181,0.2448,0.2967,0.4301,0.2068,-1.1141,0
11004238,0.4289,-0.8131,0.2439,0.3088,0.5186,0.2482,-1.1642,0
11004405,0.4307,-0.8082,0.2431,0.3198,0.3798,0.2924,-1.2611,0
11004572,0.4328,-0.8034,0.2421,0.3296,0.3574,0.2286,-1.4263,0
11004738,0.4345,-0.7991,0.2410,0.3385,0.0651,0.1563,-1.4374,0
11004905,0.4353,-0.7955,0.2395,0.3467,-0.0167,0.0644,-1.4163,0
11005072,0.4358,-0.7924,0.2381,0.3543,0.3941,-0.0033,-0.9350,0
11005238,0.4367,-0.7892,0.2370,0.3611,0.6214,-0.0044,-0.4620,0
11005405,0.4383,-0.7857,0.2361,0.3672,0.5385,-0.1577,-0.3052,0
11005572,0.4401,-0.7821,0.2354,0.3732,0.5293,-0.3833,-0.2335,0
11005738,0.4415,-0.7784,0.2348,0.3796,0.4613,-0.5685,0.0644,0
11005905,0.4428,-0.7744,0.2341,0.3866,0.3740,-0.5295,0.3059,0
11006072,0.4442,-0.7699,0.2334,0.3942,0.4048,-0.5552,0.4689,0
11006238,0.4461,-0.7649,0.2330,0.4019,0.3456,-0.2060,0.4240,0
11006405,0.4488,-0.7593,0.2332,0.4094,-0.0150,-0.1832,0.2553,0
11006572,0.4518,-0.7536,0.2336,0.4164,-0.5420,0.0424,-0.0862,0
11006738,0.4550,-0.7481,0.2341,0.4224,-0.8791,-0.0272,-0.6618,0
11006905,0.4584,-0.7432,0.2353,0.4269,-0.2213,0.0320,-0.6697,0
11007072,0.4613,-0.7388,0.2369,0.4303,-0.5731,0.3283,-0.8785,0
11007238,0.4625,-0.7358,0.2387,0.4333,-1.6055,0.4907,-1.7848,0
11007405,0.4615,-0.7343,0.2393,0.4365,-2.2217,0.0138,-1.8024,0
11007572,0.4599,-0.7336,0.2386,0.4398,-1.2662,-0.2118,-1.1490,0
11007738,0.4599,-0.7328,0.2367,0.4422,0.1802,-0.4386,-0.5095,0
11007905,0.4618,-0.7314,0.2344,0.4435,-0.0176,-0.1241,-0.5993,0
11008072,0.4639,-0.7304,0.2313,0.4447,-0.8049,-0.0287,-1.1042,0
11008238,0.4649,-0.7304,0.2278,0.4456,-0.2699,0.6828,-1.0357,0
11008405,0.4653,-0.7309,0.2255,0.4454,0.2585,1.1942,-0.9930,0
11008572,0.4662,-0.7317,0.2251,0.4433,0.5877,1.3770,-1.0020,0
11008738,0.4671,-0.7329,0.2264,0.4399,0.1868,1.1693,-0.7735,0
11008905,0.4668,-0.7347,0.2281,0.4362,-0.3159,0.8109,-0.6402,0
11009072,0.4655,-0.7370,0.2297,0.4328,0.1641,0.7465,-0.4330,0
11009238,0.4641,-0.7394,0.2317,0.4293,0.6356,0.8989,-0.1399,0
11009405,0.4639,-0.7412,0.2342,0.4249,0.5540,0.9517,-0.2580,0
11009572,0.4646,-0.7428,0.2375,0.4194,0.3221,0.9037,-0.6113,0
11009738,0.4657,-0.7445,0.2413,0.4131,-0.1334,0.4809,-0.7606,0
11009905,0.4658,-0.7471,0.2453,0.4059,-0.4239,0.8318,-1.1909,0
11010072,0.4646,-0.7510,0.2493,0.3975,-0.5479,1.0065,-1.7128,0
11010238,0.4626,-0.7561,0.2533,0.3876,-0.5970,1.2469,-2.0601,0
11010405,0.4599,-0.7622,0.2572,0.3760,-0.3629,1.1732,-2.1162,0
11010572,0.4564,-0.7694,0.2609,0.3629,-0.6469,1.1332,-2.0152,0
11010738,0.4523,-0.7775,0.2637,0.3485,-0.4841,0.2804,-2.0390,0
11010905,0.4473,-0.7860,0.2660,0.3336,0.0329,-0.2297,-1.4874,0
11011072,0.4415,-0.7949,0.2677,0.3186,-0.1042,-0.5481,-0.9408,0
11011238,0.4340,-0.8046,0.2683,0.3037,-0.6143,-0.4729,-1.4468,0
11011405,0.4259,-0.8147,0.2678,0.2883,-0.1606,-0.3560,-1.7871,0
11011572,0.4200,-0.8239,0.2669,0.2710,1.1299,-0.5353,-0.9611,0
11011738,0.4189,-0.8309,0.2665,0.2513,1.9892,-0.9939,0.6817,0
11011905,0.4211,-0.8358,0.2666,0.2303,0.6046,-1.4820,0.8434,0
11012072,0.4210,-0.8414,0.2652,0.2108,-1.0822,-1.8079,-1.0330,0
11012238,0.4148,-0.8495,0.2618,0.1945,-0.7177,-1.6371,-1.8076,0
11012405,0.4066,-0.8579,0.2580,0.1793,1.1564,-0.8432,-0.7892,0
11012572,0.4026,-0.8640,0.2553,0.1620,1.9308,0.1018,0.8881,0
11012738,0.4035,-0.8674,0.2537,0.1428,0.8218,-0.3799,1.2232,0
11012905,0.4041,-0.8705,0.2520,0.1245,-0.5221,-0.9546,0.1554,0
11013072,0.3990,-0.8755,0.2493,0.1097,-0.6026,-1.2895,-1.1942,0
11013238,0.3906,-0.8817,0.2466,0.0965,1.1039,-0.4997,-0.4780,0
11013405,0.3861,-0.8857,0.2445,0.0816,1.9278,0.5237,1.4445,0
11013572,0.3878,-0.8867,0.2434,0.0639,1.3787,0.5763,1.7353,0
11013738,0.3903,-0.8870,0.2423,0.0464,-0.0002,-0.2207,-0.1721,0
11013905,0.3866,-0.8899,0.2400,0.0321,-0.1809,-1.7510,-1.8565,0
11014072,0.3785,-0.8943,0.2378,0.0199,1.5139,-0.6418,0.0179,0
11014238,0.3736,-0.8971,0.2360,0.0065,1.8590,0.7951,1.5136,0
11014405,0.3745,-0.8971,0.2341,-0.0094,1.1353,0.4620,0.8979,0
11014572,0.3767,-0.8964,0.2320,-0.0256,0.5546,-0.1680,-0.1839,0
11014738,0.3760,-0.8968,0.2296,-0.0409,0.6092,-0.9556,-1.3951,0
11014905,0.3727,-0.8979,0.2273,-0.0558,0.9396,-0.4586,-0.8016,0
11015072,0.3694,-0.8988,0.2250,-0.0710,0.9405,-0.0722,-0.3080,0
11015238,0.3677,-0.8987,0.2226,-0.0873,1.0411,0.0034,-0.1495,0
11015405,0.3670,-0.8978,0.2200,-0.1046,0.9880,-0.3670,-0.3884,0
11015572,0.3651,-0.8969,0.2175,-0.1221,1.1906,-0.8780,-1.0622,0
11015738,0.3612,-0.8965,0.2154,-0.1396,1.3369,-1.0541,-0.7937,0
11015905,0.3566,-0.8958,0.2138,-0.1572,1.3762,-0.6590,-0.3579,0
11016072,0.3530,-0.8941,0.2123,-0.1757,1.2640,-0.3044,0.2014,0
11016238,0.3511,-0.8913,0.2104,-0.1949,0.7877,-0.4592,0.5823,0
11016405,0.3478,-0.8891,0.2083,-0.2123,0.5678,-1.2476,-0.2056,0
11016572,0.3418,-0.8882,0.2064,-0.2272,1.0188,-1.4329,0.1273,0
11016738,0.3368,-0.8869,0.2041,-0.2413,0.9624,-0.0917,1.8275,0
11016905,0.3361,-0.8839,0.2003,-0.2561,0.4330,0.5988,1.6545,0
11017072,0.3375,-0.8799,0.1951,-0.2717,0.0979,-0.0361,0.6202,0
11017238,0.3378,-0.8760,0.1900,-0.2871,0.0921,-0.8696,-0.1432,0
11017405,0.3342,-0.8735,0.1867,-0.3007,0.2436,-1.5085,-0.4360,0
11017572,0.3276,-0.8721,0.1852,-0.3126,0.4860,-1.0531,0.6910,0
11017738,0.3218,-0.8703,0.1844,-0.3240,0.2540,0.2540,1.7877,0
11017905,0.3187,-0.8673,0.1829,-0.3359,-0.0321,0.5717,1.2476,0
11018072,0.3170,-0.8636,0.1806,-0.3479,-0.1953,0.0313,0.5122,0
11018238,0.3147,-0.8603,0.1784,-0.3593,-0.2128,-0.4003,0.1127,0
11018405,0.3109,-0.8576,0.1769,-0.3696,-0.1817,-0.7230,0.0582,0
11018572,0.3058,-0.8555,0.1763,-0.3788,-0.0722,-0.3582,0.4839,0
11018738,0.3009,-0.8534,0.1757,-0.3878,-0.0833,0.2580,0.7696,0
11018905,0.2971,-0.8507,0.1743,-0.3970,-0.0240,0.3318,0.4851,0
11019072,0.2940,-0.8478,0.1721,-0.4064,0.0837,0.0321,0.2010,0
11019238,0.2913,-0.8446,0.1697,-0.4160,0.2850,-0.0591,-0.0196,0
11019405,0.2881,-0.8412,0.1673,-0.4259,0.2126,-0.3856,-0.2612,0
11019572,0.2840,-0.8378,0.1655,-0.4359,0.3898,-0.6323,-0.2630,0
11019739,0.2789,-0.8345,0.1645,-0.4458,0.4388,-0.6920,0.0730,0
11019905,0.2730,-0.8314,0.1641,-0.4554,0.5619,-0.6463,0.1967,0
11020072,0.2671,-0.8280,0.1636,-0.4651,0.5523,-0.2808,0.4883,0
11020239,0.2620,-0.8242,0.1626,-0.4749,0.4518,-0.1322,0.5243,0
11020405,0.2578,-0.8202,0.1608,-0.4847,0.4465,-0.2393,0.3224,0
11020572,0.2542,-0.8160,0.1586,-0.4944,0.4170,-0.2323,0.2660,0
11020739,0.2509,-0.8115,0.1561,-0.5041,0.4440,-0.3457,0.1717,0
11020905,0.2475,-0.8070,0.1536,-0.5138,0.7072,-0.3858,0.2393,0
11021072,0.2439,-0.8022,0.1511,-0.5235,0.6330,-0.4258,0.4473,0
11021239,0.2401,-0.7974,0.1488,-0.5333,0.5830,-0.5306,0.3528,0
11021405,0.2360,-0.7925,0.1468,-0.5428,0.6157,-0.5094,0.3362,0
11021572,0.2317,-0.7878,0.1453,-0.5519,0.5589,-0.3121,0.2822,0
11021739,0.2275,-0.7833,0.1441,-0.5603,0.5168,-0.1285,0.1950,0
11021905,0.2239,-0.7787,0.1430,-0.5684,0.4429,-0.0080,0.2549,0
11022072,0.2210,-0.7737,0.1415,-0.5766,0.3484,0.1466,0.3440,0
11022239,0.2185,-0.7683,0.1395,-0.5853,0.3756,0.1448,0.3933,0
11022405,0.2159,-0.7623,0.1370,-0.5946,0.4650,-0.1663,0.4749,0
11022572,0.2126,-0.7557,0.1347,-0.6047,0.3698,-0.7607,0.5975,0
11022739,0.2078,-0.7491,0.1330,-0.6148,0.5669,-0.9277,0.4786,0
11022905,0.2019,-0.7426,0.1321,-0.6248,0.4138,-0.5608,0.6767,0
11023072,0.1960,-0.7360,0.1313,-0.6346,0.3476,-0.0616,0.5677,0
11023239,0.1908,-0.7295,0.1302,-0.6439,0.2355,-0.1664,0.3170,0
11023405,0.1861,-0.7233,0.1291,-0.6523,0.1607,-0.2780,-0.0466,0
11023572,0.1819,-0.7180,0.1288,-0.6594,0.1453,-0.3167,-0.3763,0
11023739,0.1780,-0.7138,0.1290,-0.6649,0.0372,-0.2350,-0.4577,0
11023905,0.1751,-0.7103,0.1289,-0.6695,-0.2237,-0.0830,-0.2852,0
11024072,0.1733,-0.7075,0.1281,-0.6730,-0.4620,0.0114,-0.2758,0
11024239,0.1726,-0.7054,0.1267,-0.6757,-0.7448,-0.0726,-0.1773,0
11024405,0.1727,-0.7040,0.1252,-0.6774,-0.7667,-0.3164,-0.3706,0
11024572,0.1729,-0.7033,0.1240,-0.6784,-0.7693,-0.4739,-0.2673,0
11024739,0.1731,-0.7032,0.1231,-0.6786,-0.9649,-0.3725,-0.3524,0
11024905,0.1731,-0.7038,0.1229,-0.6780,-1.0991,-0.2632,-0.4075,0
11025072,0.1730,-0.7051,0.1233,-0.6765,-1.2607,-0.1674,-0.3728,0
11025239,0.1730,-0.7071,0.1244,-0.6742,-1.3611,0.0691,-0.3800,0
11025405,0.1733,-0.7100,0.1260,-0.6708,-1.3991,0.1400,-0.3756,0
11025572,0.1737,-0.7141,0.1289,-0.6658,-1.3469,-0.0065,-0.5376,0
11025739,0.1743,-0.7199,0.1333,-0.6585,-1.4717,0.0425,-0.4329,0
11025905,0.1754,-0.7272,0.1388,-0.6490,-1.4758,0.5162,-0.0531,0
11026072,0.1776,-0.7357,0.1443,-0.6375,-1.4777,0.7917,0.3147,0
11026239,0.1813,-0.7450,0.1490,-0.6245,-1.6867,0.8651,0.7601,0
11026405,0.1862,-0.7545,0.1529,-0.6104,-1.5888,0.7416,1.2313,0
